PN,PNnoun,CorpName
G7400-32,"PANEL, VHF COMM CONTROL",GABLES ENGINEERING
G7406-02,"PANEL, VHF DATA",GABLES ENGINEERING
G7406-20,"PANEL, VHF CONTROL",GABLES ENGINEERING
G7492-10,"PANEL, CONTROL",GABLES ENGINEERING
722702-1-0,"UNIT, LEVEL SENSING",ZODIAC SERVICES AMERICAS
722703-1-0,"UNIT, LEVEL SENSING",ZODIAC SERVICES AMERICAS
722703-1-0,"UNIT, LEVEL SENSING",ZODIAC SERVICES AMERICAS
9010-1-3,"CLOCK, ELECTRONIC",AVTECHTYEE
1268,"LIGHT, ATTENDANT",CONTROL PRODUCTS CORP.
47-113,ADAPTER,KAVLICO CORP.
63274-005,HANDSET,TELEX COMMUNICATIONS
D47008-403,"PANEL, ENG. START CONTROL",FOKKER
SK-40-LC,"INDICATOR, AIR SPEED",AEROSONIC CORP.
16650-1151,"IND., ALTIMETER STANDBY",AEROSONIC CORP.
1911-1-1,BALLAST,AVTECHTYEE
30-326-7,"CONTROL, AMPLIFIER",PYROTECTOR
63999-001,MICROPHONE,TELEX COMMUNICATIONS
8SC-0109,"IND., INDICATED AIRSPEED",AEROSONIC CORP.
340-402-701-0,"SWITCH, FUEL DIFFERENTIAL PRESSURE",PALL
G7226-02,"PANEL, DATA LOADER",GABLES ENGINEERING
G7422-22,"PANEL, COMM/VHF",GABLES ENGINEERING
G7490-30,"PANEL, DUAL MODE FLIGHT ID/ATC/TCAS",GABLES ENGINEERING
G7492-44,"PANEL, CONTROL",GABLES ENGINEERING
FSA 342444A,"SENSOR, POSITION",L3
G-1122,"PANEL, RADIO NAVIGATION",GABLES ENGINEERING
G-1248L-1,"PANEL, ANNUNCIATOR NAV WARNING",GABLES ENGINEERING
G-2125,"PANEL, CONTROL AUDIO",GABLES ENGINEERING
G-583-1,"PANEL, MICROPHONE SELECTOR",GABLES ENGINEERING
G-610-11,"AMPLIFIER, INTERCOM",GABLES ENGINEERING
G-7400-20,"PANEL, COMM VHF",GABLES ENGINEERING
G0610-11,"AMPLIFIER, INTERCOM",GABLES ENGINEERING
715TS06Y12,"CONTROLLER, NOSE WHEEL STEERING",ZODIAC SERVICES AMERICAS
G4241,"PANEL, NAV/DME/VHF CONTROL",GABLES ENGINEERING
G5584-02,"PANEL, COMM CONTROL",GABLES ENGINEERING
G6225,"PANEL, ADF CONTROL",GABLES ENGINEERING
G6937-02,"PANEL, AUDIO CONTROL",GABLES ENGINEERING
G6937-05,"PANEL, AUDIO CONTROL",GABLES ENGINEERING
G6937-14,"PANEL, AUDIO CONTROL",GABLES ENGINEERING
G6977-03,"PANEL, AUDIO CONTROL",GABLES ENGINEERING
G6990-42,"PANEL, CONTROL ATC/TCAS",GABLES ENGINEERING
G6992-19,"PANEL, ATC/TCAS",GABLES ENGINEERING
G6992-243,"PANEL, ATC/TCAS CONT. MOD J",GABLES ENGINEERING
64400-200,HEADPHONE,TELEX COMMUNICATIONS
5583-1-2,"INTERPHONE, HANDSET/CRADLE",AVTECHTYEE
704-774-3,"PROBE, TANK",ZODIAC SERVICES AMERICAS
704-774-4,"PROBE, TANK",ZODIAC SERVICES AMERICAS
GM5341-4,"TRANSDUCER, FORCE",KAVLICO CORP.
GM5341-5,"TRANSDUCER, FORCE",KAVLICO CORP.
256661-901,"LAMP ASSY, BOARD",AMETEK
2566A-30A,"SENSOR, ANGLE OF ATTACK",AMETEK
520586,"INDICATOR, QTY.",AMETEK
521201,"IND., OIL TEMP.",AMETEK
8DJ81LBS2,"INDICATOR, TACHOMETER RPM",AMETEK
8DJ81LXF2,"INDICATOR, TACHOMETER RPM",AMETEK
8DJ81LYW2,"INDICATOR, TACHOMETER RPM",AMETEK
8DJ81LYZ2,"INDICATOR, TACHOMETER RPM",AMETEK
8DJ81LZE2,"INDICATOR, TACHOMETER RPM",AMETEK
8DJ88LAB2,"INDICATOR, FLOWMETER",AMETEK
8DJ89CAV1,"INDICATOR, TACHOMETER",AMETEK
8DJ89CAX2,"INDICATOR, TACHOMETER",AMETEK
182936,"INDICATOR, OXYGEN PRESS",AMETEK
815CA01,"CONTACTOR, DUAL POLE",ZODIAC
522719,"INDICATOR, WATER QTY",AMETEK
AW-2-33A1,"GAUGE, CABIN DIFF PRESS",AMETEK
15800-029-8,"VACUUM, TOILET",ZODIAC
MXP110-1,"STOWAGE BOX, FLIGHT CREW MASK",ZODIAC
MXP111,"STOWAGE BOX, FLIGHT CREW MASK",ZODIAC
MXP117-1,"STOWAGE BOX, FLIGHT CREW MASK",ZODIAC
MXP134-1,"STOWAGE BOX, FLIGHT CREW MASK",ZODIAC
6610-20567,"ACTUATOR, ROTARY",NORD-MICRO
6670M2205,"FILTER, MICROTRAC DIGITAL TRACKING",ENDEVCO
7125-19900,"CONTROLLER, PRESSURE",NORD-MICRO
PDC1-1B-161,"SWITCH, AIRSPEED",AVOX SYSTEMS
2CM9ABE6,"GENERATOR, TACHOMETER",AMETEK
2CM9ADE-8,"GENERATOR, TACH",AMETEK
4333302,"LIGHT, LOGO",TELEFLEX SYNERAVIA
8AW61A1AD1,"IND., FAULT AC LOAD METER/VOLTMETER",AMETEK
8AW61LAA210,"VOLTMETER, AC",AMETEK
8AW61LAH215,"VOLTMETER, AC",AMETEK
8DJ125LWK4,"INDICATOR, FUEL FLOW",AMETEK
8DJ125LWS4,"INDICATOR, FUEL FLOW",AMETEK
10138N01M01,"IND., STANDBY ENGINE",AMETEK
10176N02R00,"INDICATOR, NL RPM",AMETEK
260461,"INDICATOR, OXY. PRESSURE",AMETEK
8DJ130LWA1,"INDICATOR, OIL QUANTITY",AMETEK
8DJ163LWT2,"INDICATOR, EGT",AMETEK
8DJ163LXF2,"INDICATOR, EGT",AMETEK
8DJ163LYW4,"INDICATOR, EGT",AMETEK
8DJ163LZB4,"INDICATOR, EGT",AMETEK
8DJ199LWZ1,"INDICATOR, ENGINE SPEED",AMETEK
8DJ199LXC1,"INDICATOR, ENGINE SPEED",AMETEK
8DJ199LYC1,"INDICATOR, ENGINE SPEED",AMETEK
8DJ200LWA1,"INDICATOR, EGT",AMETEK
8DJ200LWS1,"INDICATOR, EGT",AMETEK
8DJ200LXB1,"INDICATOR, EGT",AMETEK
8DJ200LXF1,"INDICATOR, EGT",AMETEK
8DJ225WAA1,"INDICATOR, POSITION",AMETEK
8DJ81CAE1,"INDICATOR, TACHOMETER RPM",AMETEK
8DJ81CCK2,"INDICATOR, TACHOMETER RPM",AMETEK
B221001-125,"KIT, COCKPIT DOOR",ZODIAC
001815,"BEACON, EMERGENCY LOCATOR","BENTHOS, INC."
8TE32ABP2,"HARNESS, THERMOCOUPLE",AMETEK
8TE34AAV1,HARNESS,AMETEK
8TE34AAV1,HARNESS,AMETEK
8TE34ACF2,HARNESS,AMETEK
8TJ201JAA1,"SENSOR, DELTA P3",AMETEK
8TJ95GAC3,"POWER SUPPLY, FLOWMETER",AMETEK
4120T14P02,"ACCELEROMETER, VIBRATION",ENDEVCO
9023-15703,"VALVE, OUTFLOW",NORD-MICRO
903-1342,MICROPHONE,ELECTRO VOICE
9055M89P02,"HARNESS, THERMOCOUPLE",AMETEK
9055M90P01,"HARNESS, THERMOCOUPLE",AMETEK
9124M14P03,"HARNESS, THERMOCOUPLE",AMETEK
9221M80P03,"SENSOR, FAN SPEED",AMETEK
D455-08-02-00,"SWITCH, ENG./FIRE SHUT OFF",PAGE ENG.
SRDL-OC12G,"INDICATOR, FLAP POSITION",AMETEK
SRL7F,"INDICATOR, HYDRAULIC PRESS",AMETEK
SRL92P,"INDICATOR, AIR PRESSURE",AMETEK
ST-104AC,"TRANSMITTER, OIL PRESSURE",AMETEK
ST-104Z,"TRANSMITTER, HYDRAULIC PRESSURE",AMETEK
4300297 RH,"LIGHT, LOGO",TELEFLEX SYNERAVIA
766-047-2,"PROBE, TANK",ZODIAC
766047-2,"PROBE, FUEL QTY",ZODIAC
VD3810,"FAN, MIXED FLOW",AOA
VD3820-MOD1,"FAN, MIXED FLOW",AOA
14330-004C4,"VACUMM, TOILET",ZODIAC
522275,"INDICATOR, DC LOADMETER",AMETEK
AW2835AB05,"IND., CABIN ALTITUDE/DIFF PRESS",AMETEK
120-IN-0067,"INDICATOR, RPM",AMETEK
120-IN-0067,"INDICATOR, RPM",AMETEK
7800084-004,"UNIT, FLUSH CONTROL",ZODIAC
785-620-2,"COMPUTER, PROBE HEAT",ZODIAC
8DJ81LBL2,"INDICATOR, TACHOMETER RPM",AMETEK
8DJ81LWA1,"INDICATOR, TACHOMETER RPM",AMETEK
8DJ81LWT4,"INDICATOR, APU TACH",AMETEK
2120-12-1,"INDICATOR, FUEL QUANTITY",GE
2121M86P01,"TRANSDUCER, FUEL TEMP",UNISON
2124M20P01,SENSOR,UNISON
5U0072,"LEAD, IGNITION",UNISON
8908-004,"SENSOR, N1",GE
G3197,"GAUGE, PRESSURE",ROGERSON KRATOS
2307-04-3,"INDICATOR, FUEL QTY",GE
2307-08-1,"INDICATOR, FUEL QTY",GE
617786-2,"SENSOR, TEMP.",HONEYWELL-CANADA
798021-02-03,PRESELECTOR,GE
179398-9,"PROBE, SENSOR",Auxiliary
179420-2,EXCITER,UNISON
707760-3,"INVERTER, STATIC",GE
RAA2196-2,"SWITCH, ASSY",GE
2-8188-1,"FUSE ASSEMBLY, FLOW RATE",GE
AYLF9732,"SENSOR, TEMPERATURE",GE
B0706-10007,"SENSOR, OVERSPEED LIMIT",GE
B15C32,"CONTAINER, EMERG, OXYGEN",PURITAN
50579,"TRANSMITTER, HYD/PRESS.",ROGERSON KRATOS
512090-1,LEAD,UNISON
2687A0000-01,"SENSOR, DIFF. PRESSURE",LIEBHERR
4119T30P06,"TRANSMITTER, FAN INLET TEMP.",GE
9023A0005-01,"SWITCH, PRESSURE",LIEBHERR
9045330-2,"EXCITER, IGNITION",UNISON
9048120-2,"LEAD, IGNITION",UNISON
124-643-2,"INDICATOR, TORQUE",ROGERSON KRATOS
124.210-3,"INDICATOR, FLAP POSITION",ROGERSON KRATOS
625928-3,"SENSOR, TEMPERATURE",HONEYWELL-CANADA
102ADP1-2MOD,"PANEL, OVERHEAD ANNUNCIATOR",GE
102ADP11-5,"PANEL, OVERHEAD ANNUNCIATOR",GE
102ADP5-2,"PANEL, OVERHEAD ANNUNCIATOR",GE
2083-12-1,"INDICATOR, MACH AIRSPEED",GE
2880-30,"HEATER, INNERLINE",COX  COMP.
2888-50,"GASKET, HEATER",COX  COMP.
418-24054,"TRANSMITTER, FUEL PRESSURE",GE
431032-2,"LEAD, IGNITION",UNISON
60B00145-25,"INDICATOR, OIL QTY.",GE
60B00300-105,"INDICATOR, PERCENTAGE RPM TACH.",GE
60B00300-62,"INDICATOR, PERCENTAGE RPM TACH.",GE
6131-04,"STRIKE, TAIL  ASSEMBLY",COX  COMP.
163393-04-01,"UNIT, CONTROL/DISPLAY",GE
WL/820AM/MS/5,"ALTIMETER, MECH. COUNTER POINTER",GE
WL104AMAJA5,"INDICATOR, MACH AIRSPEED",GE
WL107AMA3,"INDICATOR, MACH-AIRSPEED",GE
WL353EED3,"IND.,  FUEL FLOW/FUEL USED",GE
10-617075-5,"EXCITER, IGNITION",UNISON
10-62204-7,"FUSE, QUANTITY MEASURING",GE
2045-05-1,"INDICATOR, E.P.R.",GE
75P02,"TRANSDUCER, DISPLACEMENT",GE
762A0000-04,"ACTUATOR, RAM AIR OUTLET",LIEBHERR
767C0000-01,"SENSOR, PNEUMATIC TEMP",LIEBHERR
9339M26P04,"LEAD, IGNITION",UNISON
4524-3007,"TRANSDUCER, DISPLACEMENT",GE
4004-01,"TRANSMITTER, SURFACE POSTION",GE
4215-09,"UNIT,  DIGITAL CAL.TRIM",GE
60B00132-162,"INDICATOR, PERCENTAGE RPM TACH.",GE
60B00300-42,"INDICATOR, PERCENTAGE RPM TACH.",GE
60B00300-52,"INDICATOR, PERCENTAGE RPM TACH.",GE
51T254,"PROBE, EEC FUEL/OIL TEMP.",PRATT & WHITNEY
311EDP4-3,"PANEL, EIS PRIMARY DISPLAY",GE
311EDP5-4,"PANEL, EIS PRIMARY DISPLAY",GE
311EDP6-3,"PANEL, EIS PRIMARY DISPLAY",GE
312EDP1-3,"PANEL, EIS PRIMARY DISPLAY",GE
5000471-01,"LEADS, IGNITION",UNISON
5001222-01,"PROBE, PRESSURE",PRATT & WHITNEY
ACP2788AE-,"PANEL, AUDIO CONTROL",COBHAM
ACP2788AE01,"PANEL, AUDIO CONTROL",COBHAM
FT1003,TRANSFORMER,ELECTROCUBE
FT1003,TRANSFORMER,ELECTROCUBE
FT1348,TRANSFORMER,ELECTROCUBE
6600-2266AEC,"SWITCH, ROTARY",COLE INSTRUMENTS
6600-2849,SWITCH,COLE INSTRUMENTS
RL/820AM/MS/3,"ALTIMETER, MECH. COUNTER POINTER",GE
174101-01-03,"CONTROL, DISPLAY UNIT",GE
174101-02-02,"CONTROL, DISPLAY UNIT",GE
B0652-71104-1,"CONTROL, ALTITUDE ALERT",GE
B0707-10008,"SENSOR, OVERSPEED LIMIT",GE
B1800-81103,"INDICATOR, ALTIMETER SERVOED ",GE
B1800-81108,"INDICATOR, ALTIMETER SERVOED ",GE
1346M56P03,"LEAD, IGNITION",UNISON
1346M56P04,"LEAD, IGNITION",UNISON
1383M97P03,JUNCTION BOX,GE
50A777,"PROBE, EEC SPEED TRANSDUCER",UNISON
50A777,"PROBE, EEC SPEED TRANSDUCER",UNISON
512772,"DEVICE, AURAL WARNING",FARADAY
515277-1,"LEAD, IGNITION",UNISON
7329011-7,"UNIT, CONTROL",ROGERSON KRATOS
8047/10B,"ALTIMETER, 2"" COUNTER-POINTER",ULTRA ELECTRONICS
8047/10NVG-5V,"ALTIMETER, 2"" COUNTER-POINTER",ULTRA ELECTRONICS
8047/10ONVG,"ALTIMETER, 2"" COUNTER-POINTER",ULTRA ELECTRONICS
8048,"ALTIMETER, 2"" COUNTER-POINTER",ULTRA ELECTRONICS
42D223,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
42D275-1,"SWITCH, FUEL PRESSURE","CUSTOM CONTROL SENSORS, INC."
42F0022,"SWITCH, LOW LEVEL",SAFRAN
4305790100,"MONITORING UNIT, BRAKE TEMP.",SAFRAN
4305990070,"SENSOR, PRESSURE",SAFRAN
60B92400-6,"SWITCH, GAGE PRESSURE","CUSTOM CONTROL SENSORS, INC."
ZR2A,"TRANSMITTER, CONTROL SURFACE POST.",CDA ASTROINTER CORP
162BL704N,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
163BL501,"INDICATOR, TEMP.",ULTRA ELECTRONICS
10-62205-4,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
94P1-1,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
V14500-193,"VALVE, SHUTOFF APU",VALCOR
VFT210A2AMDTA,"VALVE, SKIN AIR",SAFRAN
VG10-03,TRANSMITTER,PRECILEC
32V92,"SWITCH, VACUUM","CUSTOM CONTROL SENSORS, INC."
190135,"SENSOR, BRAKE TEMP.",SAFRAN
30-326E-2,"CONTROL, AMPLIFIER",KIDDE AEROSPACE
474190,"DETECTOR, FIRE",KIDDE AEROSPACE
152BCL4J3,"INDICATOR, EGT",ULTRA ELECTRONICS
152BCL4S,"INDICATOR, EGT",ULTRA ELECTRONICS
152BL722,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
321-400-603-0,"DEPLOY-SWITCH, PIVOTING DOOR",Goodrich Aerostructures
APT-7B-1500-7BARD,"SENSOR, OIL PRESSURE",GE AVIATION
03344-107,BALLAST,BRUCE IND.
834002-413,"SPINNER, PUMP/MOTOR ASSY",WEBER AIRCRAFT
8414,"ACTUATOR, APU INLET DOOR",SAGEM
664700500A4A,"UNIT, LANDING GEAR CONTROL",ULTRA ELECTRONICS
7G845,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
7G845,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
BR9172-503,"LIGHT, WINDOW",BRUCE IND.
BR9661-106,EXIT ID/POWER SUPPLY,BRUCE IND.
893178,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
894232,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
894980,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
897504,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
899315-08,"MODULE, ENGINE FIRE/OVERHEAT",KIDDE AEROSPACE
H20-,"SWITCH, METER MVMT","CUSTOM CONTROL SENSORS, INC."
1024-3B,DIMMER,ASTRONICS ADVANCE ELECTRONICS
4067241-843,"INDICATOR, VSI/TRA",ACSS
4067241-861,"INDICATOR, VSI/TRA",ACSS
4067241-865,"INDICATOR, VSI/TRA",ACSS
140-057,"TRANSDUCER, WHEEL SPEED",CRANE HYDRO
C20129000,THERMOCOUPLE,SAFRAN
4133801010,"MECHANISM, ROTATING",SAFRAN
30-009-201-0,"SENSOR, OIL PRESSURE",GE AVIATION
472164,DETECTOR,KIDDE AEROSPACE
472567,"DETECTOR, FIRE/OVERHEAT",KIDDE AEROSPACE
472581-2,"DETECTOR, FIRE OVERHEAT",KIDDE AEROSPACE
473761,"DETECTOR, FIRE",KIDDE AEROSPACE
E21327107,"CONTROL, BRAKING/STEERING UNIT",SAFRAN
162BL402,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
162BL704,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
162BL709B,"INDICATOR, TEMP.",ULTRA ELECTRONICS
163BL507,"INDICATOR, TEMP.",ULTRA ELECTRONICS
163CV66,"INDICATOR, WATER/WASTE QTY",ULTRA ELECTRONICS
94P1-2,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
VFT300B00AMDTA,"VALVE, SKIN AIR",SAFRAN
149LV8,"IND., DC VOLTMETER",ULTRA ELECTRONICS
152BCL4W,"INDICATOR, EGT",ULTRA ELECTRONICS
152BCL4W2,"INDICATOR, EGT",ULTRA ELECTRONICS
152BL802C,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
152BL803B,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
321.400.603.0,"DEPLOY-SWITCH, PIVOTING DOOR",Goodrich Aerostructures
42D378,"SWITCH, DIFF. PRESSURE","CUSTOM CONTROL SENSORS, INC."
4305790120,"MONITORING UNIT, BRAKE TEMP.",SAFRAN
60B92400-3,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
6137-4,"ACTUATOR, RUDDER TRIM",SAGEM
E21327006,CONTROL. BRAKING/STEERING UNIT,SAFRAN
1G390,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
BR9000-22,BALLAST,BRUCE IND.
C20105000-1,TACHOMETER,SAFRAN
03980-30,BALLAST,BRUCE IND.
05814-16,"BALLAST, FLOURESCENT LAMP",BRUCE IND.
05934-1,"BALLAST, FLUORESCENT LIGHT",BRUCE IND.
05939-107,"BALLAST, FLOURESCENT LAMP",BRUCE IND.
05939-115,"BALLAST, FLOURESCENT LAMP",BRUCE IND.
64757-139-5,"GAUGE, TRANSMITTER",THALES AVIONICS INC
64902-059-1,"IND., HYD. QTY",THALES AVIONICS INC
G1L122,"CONTAINER, EMERGENCY OXYGEN",B/E AEROSPACE INC.
211C228-4,"SWITCH, PRESSURE",CONSOLIDATED CONTROLS
418-00044,"TRANSMITTER, OIL PRESSURE",EDISON
418-00054,"TRANSMITTER, OIL PRESSURE",EDISON
600-0108-9,"CONTROLLER, OVEN",B/E AEROSPACE INC.
HC4680,"SWITCH, PRESSURE",THALES AVIONICS INC
55205-925-1,BOARD,THALES AVIONICS INC
55205-927-1,BOARD,THALES AVIONICS INC
65807-002-1,"CLOCK, ELECTRIC",THALES AVIONICS INC
8921460G3,"HEATER, LAVATORY WATER",GOODRICH CORP.
899-2223-004,"PANEL, VOR CONTROL",THALES AVIONICS INC
GMT4190-020,"CLOCK, ELECTRONIC",AIR PRECISION
GMT4200,"CLOCK, ELECTRONIC",AIR PRECISION
H321ABM1,"INDICATOR, GYRO HORIZON",THALES AVIONICS INC
H321CEM,"INDICATOR, GYRO HORIZON",THALES AVIONICS INC
35-0L5-1003-05,"LIMITER, BATTERY CHARGER",THALES AVIONICS INC
65205-211-3,"INDICATOR, ALTITUDE",THALES AVIONICS INC
65205-235-1,"INDICATOR, ALTITUDE",THALES AVIONICS INC
72068050,"OVEN, HIGH SPEED",B/E AEROSPACE INC.
72068153,"OVEN, HIGH SPEED",B/E AEROSPACE INC.
720710-00-27-02,OVEN,B/E AEROSPACE INC.
720710-00-42-08,OVEN,B/E AEROSPACE INC.
720711-00-15-02,OVEN,B/E AEROSPACE INC.
72071101,OVEN,B/E AEROSPACE INC.
720720-02-00-02,"OVEN, STEAM",B/E AEROSPACE INC.
B227102-501,"MODULE, ELECTRICAL INSTALLATION",C & D
9000407-15,"TRANSMITTER, FLAP POSITION","ALLIEDSIGNAL, INC."
C787-01-001,"UNIT, BRIGHTNESS CONTROL",C & D
20128-0106,"UNIT, FUEL QTY TANK",GOODRICH CORP.
2651-278-16,"VALVE, LAV/DRAIN BALL",KAISER
272D010-2,"HANDSET, PILOT'S",TELEPHONICS
1140-0082-12,"INDICATOR, FUEL LEVEL",KAISER
1140-0082-19,"INDICATOR, FUEL LEVEL",KAISER
1140-0082-5G,"INDICATOR, FUEL LEVEL",KAISER
22C15-0001,"CONTAINER, CHEMICAL OXYGEN",B/E AEROSPACE INC.
61550-000-5,"IND., FLAP/SLAT POSITION",THALES AVIONICS INC
61550-001-7,"IND., FLAP/SLAT POSITION",THALES AVIONICS INC
LA2L51518HM0100,"LIMITER, BATTERY CHARGER",THALES AVIONICS INC
4663-5,"VALVE, NIPPLE CHECK",KAISER
4663S4,"VALVE, NIPPLE CHECK",KAISER
103-00080,"SENSOR, TEMP",NORWICH AERO
103003-2,"SENSOR, HALL EFFECT",THALES AVIONICS INC
10615,TRANSFORMER,OECO CORP.
1832.15-23,"PANEL, EFIS",THALES AVIONICS INC
497126-33,"PRINTER, THERMAL",ASTRO-MED
63540-156-4,"INDICATOR, DDRMI",THALES AVIONICS INC
63543-250-1,"INDICATOR, DDRMI",THALES AVIONICS INC
63600-250-2,"INDICATOR, E.G.T.",THALES AVIONICS INC
64111-960-1,ALTIMETER,THALES AVIONICS INC
69-72067-11,"MODULE, AUTO FLIGHT CONT",OECO CORP.
69-72067-2011,"MODULE, AUTO FLIGHT CONT",OECO CORP.
W1R123-,"CONTAINER, EMERGENCY OXYGEN",B/E AEROSPACE INC.
W1R642-,"CONTAINER, EMERGENCY OXYGEN",B/E AEROSPACE INC.
TSG420-101,"INVERTER, STATIC",THALES AVIONICS INC
V6-4360-1,"FUSE, VALVE ASSY",CIRCO
0111-0005-4,SENSOR,KAISER
14320-001A1,"VACUUM, TOILET ASSY",MONOGRAM SYSTEMS
14330-008-1,"TOILET, ASSY",MONOGRAM SYSTEMS
14330-053,"MOTOR, HOUSING",MONOGRAM SYSTEMS
144330-190,"CONTROL, FLUSH",MONOGRAM SYSTEMS
4521-1111-00,"BOILER, WATER",B/E AEROSPACE INC.
1-6-05-20,"REGULATOR, OXYGEN PRESSURE",CARLETON
4A3E-2,"SPEAKER, COCKPIT",OXFORD
63540-031-2,"IND., DIGITAL RMI/ADF",THALES AVIONICS INC
63600-457-1,"INDICATOR, N2",THALES AVIONICS INC
63600-457-1,"INDICATOR, N2",THALES AVIONICS INC
63601-650-1,"INDICATOR, EPR",THALES AVIONICS INC
64131-560-1,"ALTIMETER, COUNTER/POINTER",THALES AVIONICS INC
64141-564-1,"INDICATOR, ALTIMETER",THALES AVIONICS INC
64141_580_1,ALTIMETER,THALES AVIONICS INC
64161-234-1,ALTIMETER,THALES AVIONICS INC
1X00-205-1,"HANDSET, PILOT'S",TELEPHONICS
1X00-205-2,"HANDSET, PILOT'S",TELEPHONICS
1X00-206-1,"HANDSET, PILOT'S",TELEPHONICS
C16221GD04,"INSTRUMENT, INTEGRATED STANDBY",THALES AVIONICS INC
H341ANM1,"INDICATOR, GYRO HORIZON",THALES AVIONICS INC
H341BWM,"IND., STANDBY ATTITUDE",THALES AVIONICS INC
102-00002,"SENSOR, OIL TEMP.",NORWICH AERO
102-00002,"SENSOR, OIL TEMP.",NORWICH AERO
966995-1,"SWITCH, PRESSURE HYD.",PNEUDRAULICS
MXP411-1,"STOWAGE, FLIGHT CREW MASK",INTERTECHNIQUE
MXP808-1,"STOWAGE, FLIGHT CREW MASK",INTERTECHNIQUE
10-61782-3,"BALLAST, LAMP",AVTECH CORP.
320-549-005-0,"SENSOR, N2 SPEED",CFM
AR204A,"INDICATOR, FLOW RATE",FOXBORO
AV31,"ACTUATOR, ELECTRIC",MITSUBISHI ELECTRIC CORPORATION
1200008-000 MOD C,"DECODER, 5 CHANNEL SELCAL",AVTECH CORP.
1200008-002,"DECODER, SELCAL",AVTECH CORP.
785-002-7,"COMPUTER, BLEED MONITORING",INTERTECHNIQUE
975257-11,"VALVE, ACCUMULATOR ISOLATION HYD.",PNEUDRAULICS
03-1801-XXXX,"LIGHT, ASSY",FLIGHT COMPONENTS
5032-1,"PANEL, AUDIO SELECTOR",AVTECH CORP.
5032-1-1,"PANEL, AUDIO SELECTOR",AVTECH CORP.
ACL-1000,"LIGHT, ANTI-COLLISION SYSTEM",FLIGHT COMPONENTS
MXP105,"STOWAGE, FLIGHT CREW MASK",INTERTECHNIQUE
QA06678ISS4,"IND., CLOGGING TRANSMITTER",CFM
5361-1,"PANEL, AUDIO CONTROL",AVTECH CORP.
5361-1-9,"PANEL, AUDIO CONTROL",AVTECH CORP.
5361-1-9 MOD A,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-24,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-63,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-64A,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-66MOD C,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-71,"PANEL, AUDIO CONTROL",AVTECH CORP.
2C9710,VALVE,CRISS AIR
1301-1,"DETECTOR, VOLTAGE/CURRENT SYSTEM",AVTECH CORP.
81000-15003,"LIGHT, LOGO ASSY",KOITO MFG CO.
81000-37802,"LIGHT, EXTERIOR EMERGENCY",KOITO MFG CO.
CU09625105,"TRANSMITTER, TANDEM RESOLVER",KEARFOTT
CU09625122,"TRANSMITTER, TANDEM RESOLVER",KEARFOTT
M642/5-1,MICROPHONE,OTTO
291F01500-001,"TRANSMITTER, LEVEL",OMA
41F1205,"SYSTEM, DEBRIS MONITORING",CFM
SP3062C,TRANSFORMER,TFE
F1000290-11,"LIGHT, LED CABIN EMERG.",AIRSIGNA
F1000290-43,"LIGHT, LED CABIN EMERG.",AIRSIGNA
187408-001,RELAY,LEDEX INC
82000-48501,"SIGN, ELECTRIC EXIT",KOITO MFG CO.
82000-57502,"SIGN, ELECTRIC EXIT",KOITO MFG CO.
82000-80201,"SIGN, ELECTRIC EXIT",KOITO MFG CO.
MXP411-8,"STOWAGE, FLIGHT CREW MASK",INTERTECHNIQUE
MXP806,"STOWAGE, FLIGHT CREW MASK",INTERTECHNIQUE
MXP806-2,"STOWAGE, FLIGHT CREW MASK",INTERTECHNIQUE
MXP892,"STOWAGE, FLIGHT CREW MASK",INTERTECHNIQUE
1646-1-6 MOD A,"CONTROLLER, LAMP DIMMER",AVTECH CORP.
82000-48602,"SIGN, ELECTRIC EXIT",KOITO MFG CO.
335-260-905-0,"CAP, OIL",CFM
337-135-402-0,"MONITOR, DEBRIS",CFM
260519,"INDICATOR, FUEL TEMP.",WESTON INSTRUMENTS
5361-1 MOD C,"PANEL, AUDIO CONTROL",AVTECH CORP.
